DRUH	NOVÁ AKREDITACE	NÁZEV SP/SO	TYP SP	NÁZEV SP	VYSOKÁ ŠKOLA	FAKULTA	FS	ISCED-F	SDS	JAZYK	PROFIL	OV1	PODIL OV1	OV2	PODIL OV2	OV3	PODIL OV3	OV4	PODIL OV4	OV5	PODIL OV5	KRAJ	PLATNOST AKREDITACE DO
SP	NE	Analytical Chemistry	doktorský	Analytical Chemistry	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	angličtina												Praha	31.12.2024
SP	NE	Analytical Chemistry	doktorský	Analytical Chemistry	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	angličtina												Praha	31.12.2024
SP	NE	Analytical Chemistry	doktorský	Analytical Chemistry	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	angličtina												Praha	31.12.2024
SP	NE	Analytical Chemistry	doktorský	Analytical Chemistry	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	angličtina												Praha	31.12.2024
SP	ANO	Analytical Chemistry	doktorský	Analytical Chemistry	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0531	4	angličtina		Chemie 	100		0		0		0		0	Praha	23.10.2029
SP	ANO	Analytical Chemistry	navazující magisterský	Analytical Chemistry	Univerzita Karlova	Přírodovědecká fakulta	1	0531	2	angličtina	akademicky zaměřený	Chemie 	100		0		0		0		0	Praha	19.6.2029
SP	ANO	Analytical Chemistry	doktorský	Analytical Chemistry	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0531	4	angličtina		Chemie 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Analytical chemistry	doktorský	Analytical chemistry	Univerzita Pardubice	Fakulta chemicko-technologická	3, 1	0531	4	angličtina		Chemie 	100		0		0		0		0	Pardubický	9.9.2029
SO	NE	Analytical Chemistry of Heterogeneous Systems	doktorský	Analytická chemie (čtyřleté)	Ostravská univerzita	Přírodovědecká fakulta	3, 1		4	angličtina												Moravskoslezský	31.12.2024
SP	ANO	Analytická a forenzní chemie	bakalářský	Analytická a forenzní chemie	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	1	0531	3	čeština	akademicky zaměřený	Chemie 	100		0		0					Praha	13.10.2028
SO	NE	Analytická a fyzikální chemie	bakalářský	Inženýrství a management	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	3, 1	0531	3	čeština												Praha	31.12.2024
SO	NE	Analytická biochemie	navazující magisterský	Biochemie	Masarykova univerzita	Přírodovědecká fakulta	1	0512	2	čeština												Jihomoravský	31.12.2024
SO	NE	Analytická filozofie a filozofie vědy	navazující magisterský	Filozofie	Západočeská univerzita v Plzni	Fakulta filozofická	1	0223	2	čeština												Plzeňský	31.12.2024
SO	NE	Analytická filozofie a filozofie vědy	navazující magisterský	Filozofie	Západočeská univerzita v Plzni	Fakulta filozofická	1	0223	2	čeština												Plzeňský	31.12.2024
SO	NE	Analytická chemie	doktorský	Chemie (čtyřletá)	Masarykova univerzita	Přírodovědecká fakulta	3, 1		4	čeština												Jihomoravský	31.12.2024
SO	NE	Analytická chemie	navazující magisterský	Chemie	Masarykova univerzita	Přírodovědecká fakulta	1	0531	2	čeština												Jihomoravský	31.12.2024
SO	NE	Analytická chemie	doktorský	Chemie (čtyřletá)	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0531	4	čeština												Jihomoravský	31.12.2024
SO	NE	Analytická chemie	navazující magisterský	Chemie	Univerzita Karlova	Přírodovědecká fakulta	1	0531	2	čeština												Praha	31.12.2024
SO	NE	Analytická chemie	navazující magisterský	Chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0531	2	čeština												Olomoucký	31.12.2024
SO	NE	Analytická chemie	doktorský	Chemie (čtyřletá)	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0531	4	čeština												Olomoucký	31.12.2024
SO	NE	Analytická chemie	doktorský	Analytická chemie (čtyřleté)	Univerzita Pardubice	Fakulta chemicko-technologická	3, 1	0531	4	čeština												Pardubický	31.12.2024
SO	NE	Analytická chemie	navazující magisterský	Chemie	Univerzita Pardubice	Fakulta chemicko-technologická	1	0531	2	čeština												Pardubický	31.12.2024
SO	NE	Analytická chemie	doktorský	Chemie (čtyřletá)	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	3, 1		4	čeština												Praha	31.12.2024
SO	NE	Analytická chemie	doktorský	Chemie (čtyřletá)	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	3, 1		4	čeština												Praha	31.12.2024
SO	NE	Analytická chemie	doktorský	Chemie (čtyřletá)	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	3, 1		4	čeština												Praha	31.12.2024
SO	NE	Analytická chemie	doktorský	Chemie (čtyřletá)	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	3, 1	0531	4	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		3	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	ANO	Analytická chemie	navazující magisterský	Analytická chemie	Ostravská univerzita	Přírodovědecká fakulta	1	0531	2	čeština	akademicky zaměřený	Chemie 	100		0		0		0		0	Moravskoslezský	8.10.2025
SP	ANO	Analytická chemie	doktorský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	3, 1	0531	4	čeština		Chemie 	100		0		0		0		0	Praha	23.10.2029
SP	ANO	Analytická chemie	navazující magisterský	Analytická chemie	Univerzita Karlova	Přírodovědecká fakulta	1	0531	2	čeština	akademicky zaměřený	Chemie 	100		0		0		0		0	Praha	19.6.2029
SP	ANO	Analytická chemie	doktorský	Analytická chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	3, 1	0531	4	čeština		Chemie 	100		0		0					Olomoucký	8.8.2028
SP	ANO	Analytická chemie	navazující magisterský	Analytická chemie	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0531	2	čeština	akademicky zaměřený	Chemie 	100		0		0		0		0	Olomoucký	8.8.2028
SP	ANO	Analytická chemie	doktorský	Analytická chemie	Univerzita Pardubice	Fakulta chemicko-technologická	3, 1	0531	4	čeština		Chemie 	100		0		0		0		0	Pardubický	9.9.2029
SP	ANO	Analytická chemie	navazující magisterský	Analytická chemie	Univerzita Pardubice	Fakulta chemicko-technologická	1	0531	2	čeština	akademicky zaměřený	Chemie 	100		0		0		0		0	Pardubický	8.6.2030
SP	ANO	Analytická chemie	navazující magisterský	Analytická chemie	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	1	0531	2	čeština	akademicky zaměřený	Chemie 	100		0		0					Praha	13.10.2028
SO	NE	Analytická chemie a jakostní inženýrství	navazující magisterský	Analytická a fyzikální chemie	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	3, 1		2	čeština												Praha	31.12.2024
SO	NE	Analytická chemie heterogenních systémů	doktorský	Analytická chemie (čtyřleté)	Ostravská univerzita	Přírodovědecká fakulta	3, 1		4	čeština												Moravskoslezský	31.12.2024
SO	NE	Analytická chemie pevné fáze	navazující magisterský	Chemie	Ostravská univerzita	Přírodovědecká fakulta	1	0531	2	čeština												Moravskoslezský	31.12.2024
SO	NE	Analytická chemie životního prostředí	bakalářský	Technologie pro ochranu životního prostředí	Vysoká škola chemicko-technologická v Praze	Fakulta technologie ochrany prostředí	3, 1	0788	3	čeština												Praha	31.12.2024
SO	NE	Analytická chemie životního prostředí	navazující magisterský	Technologie pro ochranu životního prostředí	Vysoká škola chemicko-technologická v Praze	Fakulta technologie ochrany prostředí	3, 1	0788	2	čeština												Praha	31.12.2024
SO	NE	Analytická chemie životního prostředí a toxikologie	navazující magisterský	Ekologie a ochrana prostředí	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Fakulta životního prostředí	1		2	čeština												Ústecký	31.12.2024
SO	NE	Analytická chemie životního prostředí a toxikologie	navazující magisterský	Ekologie a ochrana prostředí	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Přírodovědecká fakulta	1		2	čeština												Ústecký	31.12.2024
SP	ANO	Analytická chemie životního prostředí a toxikologie	navazující magisterský	Analytická chemie životního prostředí a toxikologie	Univerzita Jana Evangelisty Purkyně v Ústí nad Labem	Přírodovědecká fakulta	1	0531	2	čeština	akademicky zaměřený	Chemie 	100		0		0					Ústecký	5.1.2029
SP	ANO	Analytický biochemik	navazující magisterský	Analytický biochemik	Univerzita Palackého v Olomouci	Přírodovědecká fakulta	1	0512	2	čeština	profesně zaměřený	Chemie 	100		0		0		0		0	Olomoucký	25.1.2033
SP	ANO	Analytický geochemik	doktorský	Analytický geochemik	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0588	4	čeština		Chemie 	50	Vědy o Zemi 	50		0		0		0	Jihomoravský	9.12.2026
SO	NE	Analytický chemik - manažer chemické laboratoře	bakalářský	Chemie	Masarykova univerzita	Přírodovědecká fakulta	1	0531	3	čeština												Jihomoravský	31.12.2024
SP	ANO	Analytika byznysových dat	bakalářský	Analytika byznysových dat	Masarykova univerzita	Ekonomicko-správní fakulta	3	0688	3	čeština	profesně zaměřený	Ekonomické obory 	100		0		0		0		0	Jihomoravský	26.10.2027
SO	NE	Analýza biologických materiálů	navazující magisterský	Speciální chemicko-biologické obory	Univerzita Pardubice	Fakulta chemicko-technologická	1	0588	2	čeština												Pardubický	31.12.2024
SP	ANO	Analýza biologických materiálů	bakalářský	Analýza biologických materiálů	Univerzita Pardubice	Fakulta chemicko-technologická	1	0512	3	čeština	akademicky zaměřený	Chemie 	100		0		0					Pardubický	12.11.2028
SP	ANO	Analýza biologických materiálů	navazující magisterský	Analýza biologických materiálů	Univerzita Pardubice	Fakulta chemicko-technologická	1	0512	2	čeština	akademicky zaměřený	Chemie 	100		0		0					Pardubický	12.11.2028
SO	NE	Analýza léčiv	bakalářský	Syntéza a výroba léčiv	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	1	0711	3	čeština												Praha	31.12.2024
SO	NE	Analýza léčiv	navazující magisterský	Syntéza a výroba léčiv	Vysoká škola chemicko-technologická v Praze	Fakulta chemicko-inženýrská	1	0711	2	čeština												Praha	31.12.2024
SP	ANO	Analýza v ekonomické a finanční praxi	bakalářský	Analýza v ekonomické a finanční praxi	Jihočeská univerzita v Českých Budějovicích	Ekonomická fakulta	1	0311	3	čeština	akademicky zaměřený	Ekonomické obory 	100		0		0					Jihočeský	18.6.2024
SP	ANO	Analýza v ekonomické a finanční praxi	navazující magisterský	Analýza v ekonomické a finanční praxi	Jihočeská univerzita v Českých Budějovicích	Ekonomická fakulta	1	0311	2	čeština	akademicky zaměřený	Ekonomické obory 	100		0		0		0		0	Jihočeský	16.7.2030
SO	NE	Anatomie a fyziologie rostlin	doktorský	Biologie (čtyřleté)	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0511	4	čeština												Jihomoravský	31.12.2024
SO	NE	Anatomie a fyziologie rostlin	doktorský	Botanika	Mendelova univerzita v Brně	Agronomická fakulta	3, 1	0511	3	čeština												Jihomoravský	31.12.2024
SO	NE	Anatomie a fyziologie rostlin	doktorský	Botanika	Mendelova univerzita v Brně	Agronomická fakulta	3, 1	0511	3	čeština												Jihomoravský	31.12.2024
SO	NE	Anatomie a fyziologie rostlin	doktorský	Botanika	Mendelova univerzita v Brně	Agronomická fakulta	3, 1	0511	4	čeština												Jihomoravský	31.12.2024
SO	NE	Anatomie a fyziologie rostlin	navazující magisterský	Biologie	Univerzita Karlova	Přírodovědecká fakulta	1	0511	2	čeština												Praha	31.12.2024
SP	NE	Anatomie a fyziologie rostlin	doktorský	Anatomie a fyziologie rostlin	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Anatomie a fyziologie rostlin	doktorský	Anatomie a fyziologie rostlin	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Anatomie a fyziologie rostlin	doktorský	Anatomie a fyziologie rostlin	Univerzita Karlova	Přírodovědecká fakulta	3, 1		4	čeština												Praha	31.12.2024
SP	ANO	Anatomie a fyziologie rostlin	doktorský	Anatomie a fyziologie rostlin	Masarykova univerzita	Přírodovědecká fakulta	3, 1	0511	4	čeština		Biologie, ekologie a životní prostředí	100		0		0		0		0	Jihomoravský	15.4.2029
SO	NE	Anatomie, histologie a embryologie	doktorský	Veterinární lékařství	Veterinární univerzita Brno	Fakulta veterinárního lékařství	3, 1		4	čeština												Jihomoravský	31.12.2024
SP	NE	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Masarykova univerzita	Lékařská fakulta	3, 1		4	čeština												Jihomoravský	31.12.2024
SP	NE	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Univerzita Karlova	Lékařská fakulta v Hradci Králové	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Univerzita Karlova	Lékařská fakulta v Plzni	3, 1		4	čeština												Praha	31.12.2024
SP	NE	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Univerzita Palackého v Olomouci	Lékařská fakulta	3, 1		4	čeština												Olomoucký	31.12.2024
SP	ANO	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Univerzita Karlova	2. lékařská fakulta	3, 1	0912	4	čeština		Všeobecné lékařství a zubní lékařství	100		0		0		0		0	Praha	28.11.2023
SP	ANO	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Univerzita Karlova	Lékařská fakulta v Hradci Králové	3, 1	0912	4	čeština		Všeobecné lékařství a zubní lékařství	100		0		0		0		0	Praha	23.9.2025
SP	ANO	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Univerzita Karlova	Lékařská fakulta v Plzni	3, 1	0912	4	čeština		Všeobecné lékařství a zubní lékařství	100		0		0					Praha	19.10.2032
SP	ANO	Anatomie, histologie a embryologie	doktorský	Anatomie, histologie a embryologie	Univerzita Palackého v Olomouci	Lékařská fakulta	3, 1	0912	4	čeština		Všeobecné lékařství a zubní lékařství	100		0		0		0		0	Olomoucký	8.8.2028
SP	NE	Anatomy, Histology and Embryology	doktorský	Anatomy, Histology and Embryology	Masarykova univerzita	Lékařská fakulta	3, 1		4	angličtina												Jihomoravský	31.12.2024
SP	NE	Anatomy, Histology and Embryology	doktorský	Anatomy, Histology and Embryology	Univerzita Karlova	Lékařská fakulta v Hradci Králové	3, 1		4	angličtina												Praha	31.12.2024
SP	NE	Anatomy, Histology and Embryology	doktorský	Anatomy, Histology and Embryology	Univerzita Karlova	Lékařská fakulta v Plzni	3, 1		4	angličtina												Praha	31.12.2024
SP	NE	Anatomy, Histology and Embryology	doktorský	Anatomy, Histology and Embryology	Univerzita Palackého v Olomouci	Lékařská fakulta	3, 1		4	angličtina												Olomoucký	31.12.2024
SP	ANO	Anatomy, Histology and Embryology 	doktorský	Anatomy, Histology and Embryology 	Univerzita Karlova	2. lékařská fakulta	3, 1	0912	4	angličtina		Všeobecné lékařství a zubní lékařství	100		0		0		0		0	Praha	28.11.2023
SP	ANO	Anatomy, Histology and Embryology	doktorský	Anatomy, Histology and Embryology	Univerzita Karlova	Lékařská fakulta v Hradci Králové	3, 1	0912	4	angličtina		Všeobecné lékařství a zubní lékařství	100		0		0		0		0	Praha	23.9.2025
SP	ANO	Anatomy, Histology and Embryology	doktorský	Anatomy, Histology and Embryology	Univerzita Karlova	Lékařská fakulta v Plzni	3, 1	0912	4	angličtina		Všeobecné lékařství a zubní lékařství	100		0		0					Praha	19.10.2032
SP	ANO	Ancient Egypt and the Near East	bakalářský	Ancient Egypt and the Near East	Univerzita Karlova	Filozofická fakulta	1	0222	3	angličtina	akademicky zaměřený	Historické vědy	51	Filologie	49		0		0		0	Praha	26.8.2029
SP	ANO	Ancient Egypt and the Near East	navazující magisterský	Ancient Egypt and the Near East	Univerzita Karlova	Filozofická fakulta	1	0222	2	angličtina	akademicky zaměřený	Historické vědy	50	Filologie	50		0					Praha	28.8.2028
SO	NE	Ancient History	doktorský	History, Historical Sciences	Univerzita Karlova	Filozofická fakulta	3, 1		4	angličtina												Praha	31.12.2024
